PID; W; D; Wr; Dr; tot; Target; X; Y; Time; Browser; OS; Invisible; Block; WorkerID; Platform;
0; 7.83; 104.4; 3; 40; 10; 1; 530; 261; 1428497836076; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 536; 262; 1428497836093; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 543; 264; 1428497836109; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 555; 269; 1428497836127; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 565; 274; 1428497836144; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 572; 276; 1428497836161; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 591; 283; 1428497836178; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 607; 289; 1428497836195; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 619; 293; 1428497836212; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 630; 296; 1428497836229; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 639; 299; 1428497836246; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 647; 301; 1428497836263; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 656; 304; 1428497836280; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 660; 305; 1428497836298; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 665; 307; 1428497836315; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 671; 310; 1428497836332; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 675; 312; 1428497836349; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 680; 315; 1428497836366; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 683; 317; 1428497836383; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 686; 318; 1428497836401; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 689; 319; 1428497836417; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 693; 320; 1428497836434; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 698; 320; 1428497836451; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 702; 321; 1428497836468; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 705; 321; 1428497836485; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 709; 322; 1428497836502; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 712; 323; 1428497836518; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 714; 323; 1428497836535; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 715; 324; 1428497836552; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 716; 324; 1428497836570; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 1; 717; 324; 1428497836586; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 717; 323; 1428497836833; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 713; 318; 1428497836849; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 703; 308; 1428497836865; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 688; 296; 1428497836882; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 668; 282; 1428497836899; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 643; 268; 1428497836917; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 627; 259; 1428497836933; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 609; 248; 1428497836951; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 597; 242; 1428497836967; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 589; 237; 1428497836985; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 585; 234; 1428497837001; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 582; 231; 1428497837018; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 579; 228; 1428497837035; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 576; 226; 1428497837052; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 574; 224; 1428497837069; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 573; 222; 1428497837086; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 571; 220; 1428497837104; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 569; 217; 1428497837120; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 567; 215; 1428497837137; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 564; 213; 1428497837153; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 562; 211; 1428497837170; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 559; 209; 1428497837187; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 555; 206; 1428497837204; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 552; 203; 1428497837221; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 550; 201; 1428497837238; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 549; 199; 1428497837256; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 548; 196; 1428497837273; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 546; 194; 1428497837289; Chrome; MacOS; 1; 112345; crowdflower
0; 7.83; 104.4; 3; 40; 10; 6; 544; 193; 1428497837306; Chrome; MacOS; 1; 112345; crowdflower
